	time	id	sentiment	topic	like	text
340	Tue Nov 30 23:58:42 +0000 2021	1.46583e+18	/	CT	1	"@GutLean @nobaseyellow Tightening travel with the headline-countries didn't work to keep COVID out of anywhere, or Alpha or Delta. It's not going to work to Omicron out of anywhere either. It's just theatre."
341	Tue Nov 30 23:55:29 +0000 2021	1.46583e+18	/	CS	0	@PioneerPress Still plenty of numbskulls out there willing to throw their bodies onto the COVID bonfire.
342	Tue Nov 30 23:59:44 +0000 2021	1.46583e+18	/	CY	3	NYC’s budget is projected to grow to $102.8 billion.  The increase is due to the billions in relief from the feds to cover costs associated with the city’s COVID response and recovery efforts in the wake of Hurricane Ida.  https://t.co/HxWGCFgEmJ
343	Tue Nov 30 23:57:06 +0000 2021	1.46583e+18	/	CV	5	👍  Louisiana federal judge blocks nationwide COVID vaccine mandate for health care workers #SmartNews  https://t.co/ObAew8JEH9
344	Tue Nov 30 23:55:57 +0000 2021	1.46583e+18	/	CT	7	i never watch the news or look at headlines or anything and i have no idea what a covid variant is
347	Tue Nov 30 23:57:33 +0000 2021	1.46583e+18	/	CS	4	An Austrian Antivaxxer has died after trying to treat his C19 infection at home with IVs of chlorine dioxide and saline. 😳  Chlorine dioxide is an industrial bleach.   https://t.co/9hJaKheHBF
350	Tue Nov 30 23:59:24 +0000 2021	1.46583e+18	/	CV	0	@gillibrandny @SenateDems Does the booster prevent you from getting or spreading Covid?  No… ok just checking.
352	Tue Nov 30 23:57:10 +0000 2021	1.46583e+18	/	CS	0	"On Nov 5th, 2021 an independent Data Monitoring Committee recommended that the Phase 2/3 study halt further recruitment because of the efficacy of Paxlovid in reducing hospitalization or death. 29/n https://t.co/Mns11n3dqT"
353	Tue Nov 30 23:56:56 +0000 2021	1.46583e+18	/	CV	0	"@VerdiGg Africa would also appear to be where they originate as well.  I wonder if this has anything to do with their low Covid numbers, along with their very low vaccination rates.  We shall have to wait and see."
354	Tue Nov 30 23:59:34 +0000 2021	1.46583e+18	/	CS	6	"Check out our podcast on COVID-19! In it, you'll learn about the presentation, investigations, and management of this respiratory infection. The podcast was created by Drs. Gauri Shah and Joan Robinson, pediatric infectious diseases specialists. https://t.co/mp7R6dokBu https://t.co/LsWgqBfW6Y"
355	Tue Nov 30 23:55:39 +0000 2021	1.46583e+18	/	CT	9	"""It's just a matter of time until there is community transmission...that's the way these variants go"": Dr. David Naylor, co-chair of the COVID-19 Immunity Task Force, breaks down what the omicron variant could mean for Canada and the world. https://t.co/dEt3yIq3ju"
356	Tue Nov 30 23:55:11 +0000 2021	1.46583e+18	/	CV	0	"@Faiyla Cont5: People who have been immunized, either by vaccination or through infection/recovery, will retain some resistance to this variant; this is for sure.  The question of how much is almost impossible to answer currently, and even with future data the answer"
358	Tue Nov 30 23:56:52 +0000 2021	1.46583e+18	/	CV	0	"@askcarlady I said 'rational'. What makes a 'covid' death? What makes one 'vaccinated'? There's so much more to this question than '90% vaxxed, must be the vax'.  SO MUCH more. Yes, you are GUESSING."
360	Tue Nov 30 23:56:57 +0000 2021	1.46583e+18	/	CS	4	@coachdavid26 @LegionHoops As if COVID cared how old you are 🙄
363	Tue Nov 30 23:59:40 +0000 2021	1.46583e+18	/	CY	8	"In the history of diplomatic relations, Canada for example has never had the no. of reps they now have in Naija. When Covid broke out in 2020, almost all diplomats left fearing that “they will be picking up corpses on our streets”  Everyone of them is back with many relations."
364	Tue Nov 30 23:57:50 +0000 2021	1.46583e+18	/	CS	1	"@MadThunderdome All of my COVID red credits are in the toilet too, I feel you https://t.co/EnWDKgmwr3"
365	Tue Nov 30 23:57:29 +0000 2021	1.46583e+18	/	CP	0	Regeneron Says COVID-19 Drug Could Be Less Effective Against Omicron https://t.co/NnSXYKCq4Z via @Newsmax these drug companies are wanting to shoot you up on all these drugs on a virus they don't even know what it even does. Their getting c rich as he'll at your heath expense
366	Tue Nov 30 23:56:53 +0000 2021	1.46583e+18	/	CY	0	@Michaelstm23 @Theo_TJ_Jordan What are the white lies told about Covid sir? Why does this persistence on doubting medical science exist in USA?
370	Tue Nov 30 23:56:02 +0000 2021	1.46583e+18	/	CY	0	@TheraseWeeks @UK_Centrist Quarantine camps are like a Nazi idea I think it’s more humane just to close the borders and people won’t have to deal with that and I don’t want quarantine camps to be the new normal. If people really care about coronavirus than they need to stop flying globally.
371	Tue Nov 30 23:57:03 +0000 2021	1.46583e+18	/	CT	0	"Japan Logs First Omicron Coronavirus Case, Closes Borders https://t.co/N9fnsKZDw4 via @BreitbartNews"
372	Tue Nov 30 23:56:57 +0000 2021	1.46583e+18	/	CV	0	Tell me @ShannonSharpe how did @KingJames get covid if he’s vaccinated?  You corporate shill you!!  Keep pushing these genetic therapy injections you 🤡!!!!
373	Tue Nov 30 23:56:28 +0000 2021	1.46583e+18	/	PL	0	"@TedLongs @LadeBackk @jimcramer Covid is contagious and mutates. If you stay home till the pandemic subsides, that's a-ok with me. First amendment, infringing on others..."
375	Tue Nov 30 23:55:53 +0000 2021	1.46583e+18	/	PL	7	@Timcast It's just the COVID Cabana! Have no fear people!!
376	Tue Nov 30 23:56:25 +0000 2021	1.46583e+18	/	PL	0	"How many people get 'long COVID'? More than half, researchers find: Half of COVID survivors experience lingering symptoms six months after recovery https://t.co/Rl3qKybGoU"
378	Tue Nov 30 23:55:49 +0000 2021	1.46583e+18	/	CY	1	"@Lancegooden By your dumbfk logic, If you end the mandate then make sure to end hospital care for anyone who didn’t get the vaccine but contracts Covid."
379	Tue Nov 30 23:56:39 +0000 2021	1.46583e+18	/	CV	0	"@StephenKing All I can say (about Covid question) is that my ex-husband, a microbiologist for Pfizer, does NOT deserve to be immortalized just because he does his STUPID JOB  &amp; created a vaccine! That's what he's done over 30 yrs. Now suddenly he'll be immortal for good?"
381	Tue Nov 30 23:58:33 +0000 2021	1.46583e+18	/	CL	0	Biden Tries to Reassure on COVID as He Sells Spending Plan https://t.co/DlIsAmXzTE
382	Tue Nov 30 23:56:55 +0000 2021	1.46583e+18	/	CV	1	"@BrvHrt09 @prairiecentrist BTW - even if one is fully vaxed, it doesn't mean that one is 100% protected - hence, ""breakthroughs"". The vaccines for the Alpha Sars-Cov-2 was 95% efficacy; Delta was 88%; who knows for this Omicron???? Also, the longer the Sars-Cov-2 hangs around, the more it mutate."
383	Tue Nov 30 23:56:59 +0000 2021	1.46583e+18	/	PL	1	@25thMyles I started right before but I also probably wouldn't be as into it without Covid and The Lockdown
384	Tue Nov 30 23:59:55 +0000 2021	1.46583e+18	/	CY	11	"@BJNTTWM @Daystar This was entirely avoidable. Sad this mentality of no don’t want or need the vaccine, COVID isn’t that bad, resulting in a person’s life lost needlessly, family destroyed by a preventable solution. These people owe it to their viewers, friends and family to get the damn vaccine."
388	Tue Nov 30 23:55:52 +0000 2021	1.46583e+18	/	CV	11	"Vaccination specifics for you, North East Vic!  Fully vaxxed:  Indigo: 98% Alpine: 94% Towong: 95% Wangaratta: 98% Wodonga: 95%  @PRIME7Border"
389	Tue Nov 30 23:58:03 +0000 2021	1.46583e+18	/	CS	1	Total Confirmed Covid Cases by County For KY   2021-11-29:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #globalhealth https://t.co/yhbIjggyU3
390	Tue Nov 30 23:57:28 +0000 2021	1.46583e+18	/	CV	2	Karma. Should've been vaccinated instead of preaching lies.  Televangelist Marcus Lamb Who Called Vaccine Mandate 'Sin' Against God Dies Of COVID https://t.co/XpNAseZ4Ek
393	Tue Nov 30 23:59:48 +0000 2021	1.46583e+18	/	CS	0	@Ralph_MasonJr I hope its not covid 😢🥺
396	Tue Nov 30 23:55:13 +0000 2021	1.46583e+18	/	PL	1	"This nonprofit and their mission is near and dear to my heart (full disclosure, I'm on the board).  There were setbacks this summer and COVID certainly hasn't helped.  On this Giving Tuesday, please consider Witchtree Training Center.  https://t.co/0tv2woEipZ"
398	Tue Nov 30 23:55:35 +0000 2021	1.46583e+18	/	CY	0	"$SPY : Judge Blocks Biden Administration COVID Vaccine Rule For Healthcare Workers, Applies Nationwide  Join our Family, Lync in Bayu. @IngeniousStockTraders was on a roll today.   First $UVXY Calls, then $CRM Puts &amp; at last Paypal calls - What a day.!"
400	Tue Nov 30 23:57:04 +0000 2021	1.46583e+18	/	CS	0	@STFLIckUp Nobody knows how his body is going to react to covid. We just saw Joel Miss 3 weeks man.
404	Tue Nov 30 23:57:56 +0000 2021	1.46583e+18	/	CV	0	"@surrealBrianC @50countries @louise_wahl @annbauerwriter Be that as it may, reports on the covid vax provide a stark difference to other vaccines. I took a lot of data from federal agencies when I was a reporter. Never had people going ""that doesn't mean what it says"" like they do with VAERS. If this problem exists, CDC should fix it. https://t.co/qoznCxB1eV"
405	Tue Nov 30 23:58:52 +0000 2021	1.46583e+18	/	CR	1	"@snarkgrapefruit This isn’t the first time he broke the rules. He broke Covid quarantine while he was contagious. 4/12/2020, had an altercation with a bicyclist &amp; he said he was past quarantine. His wife blogged that he had a 100 degree fever and confirmed and 4/13 said he still had a fever."
407	Tue Nov 30 23:55:42 +0000 2021	1.46583e+18	/	CS	0	@jamft Bankruptcies have remained the same rates as before covid.   According to StatsCan there is excess mortality in the provinces with the highest case counts per capita. https://t.co/HERZNQhEUU  What is your problem? https://t.co/Q0branFP2l
408	Tue Nov 30 23:57:09 +0000 2021	1.46583e+18	/	CS	1	5335 Covid related deaths in Kenya since it was first reported in March 2020. We were told at some point last year we would have 10K deaths. Think it was October or something.
409	Tue Nov 30 23:56:53 +0000 2021	1.46583e+18	/	CR	1	"Now I have been informed that covid vaccination certificate is required to send to Chinese embassy, not airline issue anymore."
410	Tue Nov 30 23:57:05 +0000 2021	1.46583e+18	/	CS	0	@sovereignmonkey @TrumpJew2 @jimcramer Eventually your T cells are done and you are vulnerable to every other disease on the planet. You won’t get covid but you die of aids.
411	Tue Nov 30 23:57:57 +0000 2021	1.46583e+18	/	CV	0	"@RobDemovsky 10 days unvaxxed &lt; 12 days til our next game, there’s no could, it’s should, these Covid semantics are ridiculous Bob"
412	Tue Nov 30 23:58:15 +0000 2021	1.46583e+18	/	PL	0	"@SouthwestAir I wanna not die from COVID, thanks. https://t.co/m2pVTNY0jJ"
413	Tue Nov 30 23:57:51 +0000 2021	1.46583e+18	/	CS	4	"@Moncrafter20121 @poweerrzzx @WholesomeMeme For Germany, it is the other way around(okay, at the moment covid sucks ass here). Not many reasons to visit, I feel like, but living here gives a lot of benefits."
414	Tue Nov 30 23:55:28 +0000 2021	1.46583e+18	/	CY	10	"It is a privilege to be employed by the City of San Diego. It is not a right. Getting vaccinated to protect the public, fellow employees and oneself is not an unreasonable requirement. https://t.co/aSHta9qJh2"
415	Tue Nov 30 23:55:59 +0000 2021	1.46583e+18	/	CV	6	"@purplepeg_25 @RepSwalwell Your family is vaccinated, why are you worried about other kids ?!sounds like you don’t have confidence in your vaccination 🙄"
416	Tue Nov 30 23:57:01 +0000 2021	1.46583e+18	/	CL	2	"Morrison has never been “spooked” by covid because he ducked his primary responsibility of an adequate federal quarantine system, leaving the hard decisions to the states. Like suckers, the states took it on. #auspol https://t.co/VryA2DpeO3"
417	Tue Nov 30 23:56:50 +0000 2021	1.46583e+18	/	CY	8	"Have you heard of ""infection tag""? Turns out, ghoulish games help kids cope. As @AmnaUncensored explains, tuberculosis, polio and other diseases long ago managed to work their way into our play. Now, Covid joins the party. https://t.co/Q9XlrqWuhX"
418	Tue Nov 30 23:56:15 +0000 2021	1.46583e+18	/	CS	0	So is he now the Covid king or nah?  This is what happens when you have a super (spreader) team.  Shame on 23.
419	Tue Nov 30 23:59:51 +0000 2021	1.46583e+18	/	CP	0	"@Ayyo_Bvndo @JohnKluppy @BillyReinhardt Caronaviruses have always existed, and scientists for as long as I know, have studied them in anticipation of preventing a pandemic such as COVID-19. ""Man made"" is a reach/leap."
420	Tue Nov 30 23:56:27 +0000 2021	1.46583e+18	/	CT	0	Novavax: Covid-19 Vaccine’s Rollout Could Play Part in Combating Omicron Variant https://t.co/LqonioFGwD
421	Tue Nov 30 23:57:53 +0000 2021	1.46583e+18	/	CV	0	"Don’t hesitate, get a COVID booster now: epidemiologist urges https://t.co/7NxLv4PKQX via @YahooFinance"
424	Tue Nov 30 23:58:20 +0000 2021	1.46583e+18	/	CY	1	"@palmbeachpink …but weren’t sure how to interfere due to COVID being introduced. So they stated that they kept their distance but were following her the entire time. With that amount of money and resources, it would make sense that she would flee or like you said, thought she was above the law"
425	Tue Nov 30 23:58:06 +0000 2021	1.46583e+18	/	CT	2	"I thought Omarion had new music out, but it’s just the new covid strain."
426	Tue Nov 30 23:55:48 +0000 2021	1.46583e+18	/	CS	0	@bureaucatliu @MillerTyrus Also we found cases in Canada already. If you haven't found it you aren't looking. https://t.co/SehofO5C7c
427	Tue Nov 30 23:59:34 +0000 2021	1.46583e+18	/	CP	0	"""An F.D.A. panel endorses Merck’s Covid pill for high-risk adults."" by BY REBECCA ROBBINS AND CARL ZIMMER via NYT https://t.co/vDMwWgtVes #health https://t.co/dkClSwbErt"
429	Tue Nov 30 23:56:46 +0000 2021	1.46583e+18	/	CV	2	"The eradication of smallpox is one of the greatest achievements of medicine, saving millions of lives annually. Jenner's pioneering development of vaccination, superseding the much more dangerous inoculation, was viewed with as much paranoia as modern mRNA ones are. https://t.co/cTWoFPnILt https://t.co/7qSPRL8Ly2"
431	Tue Nov 30 23:57:17 +0000 2021	1.46583e+18	/	CV	0	Merck's COVID-19 pill received backing from United States health regulators on Tuesday after a close vote  Read More: https://t.co/ObuPBWXcnd  #Merck #COVID19
432	Tue Nov 30 23:57:50 +0000 2021	1.46583e+18	/	CY	8	"@sapphonica @droverdriver61 Mainly that they were reporting the results by hospital admissions, but not allowing people into hospitals, calling their programme, ""Hospital in the home"". HITH.  https://t.co/TGUf3tPSXh"
433	Tue Nov 30 23:58:58 +0000 2021	1.46583e+18	/	CY	11	heyyyy so i just talked to the onset covid consultant and he said ur toxic as well as basic. i’m rly sorry it’s just what he said. also i’m positive
434	Tue Nov 30 23:58:14 +0000 2021	1.46583e+18	/	CT	0	@Saidaioujou New COVID name dropped.
436	Tue Nov 30 23:58:14 +0000 2021	1.46583e+18	/	CL	0	Defense Secretary Lloyd Austin wrote a memo on Tuesday ordering all National Guard and Reserve service members to be vaccinated against COVID-19 or face loss of pay.  Overnight Defense &amp; National Security — Austin mandates vaccine for Guardsmen https://t.co/aaNvxFXhl6
437	Tue Nov 30 23:59:56 +0000 2021	1.46583e+18	/	CY	0	"@JesseSpots @birbigs @CityHarvest Here’s a *story* about the term “food insecurity” (which was coined by Kissinger in the 1970’s).   The STORY is from 2017.   “Rolled out during COVID”, eh?  https://t.co/uUI7YnkL7Q"
440	Tue Nov 30 23:58:23 +0000 2021	1.46583e+18	/	CY	1	@LakerCentral365 Never watched lebron live. And the one gane I go to he in covid protocol
442	Tue Nov 30 23:59:05 +0000 2021	1.46583e+18	/	CY	8	"@MannyeNova @Twolves_PR @Timberwolves Doesn’t matter how athletic one is, we all have genetically different immune systems. Marco Rossi is a great athlete and nearly died from COVID."
444	Tue Nov 30 23:58:50 +0000 2021	1.46583e+18	/	PL	2	@covid_parent Always. 😂
446	Tue Nov 30 23:58:26 +0000 2021	1.46583e+18	/	CL	0	@SenCottonRBLX on Fox you're railing about Democrats being cause of supply chain issues. Apparently you don't realize that the country almost collapsed under Trump due to Covid which he lied and covered up - his interviews with Bob Woodward. Worse than supply chain 1/
447	Tue Nov 30 23:59:38 +0000 2021	1.46583e+18	/	CS	0	@rtenews I bet they had covid
449	Tue Nov 30 23:59:57 +0000 2021	1.46583e+18	/	CY	0	"@HostilGanso @raush_mary @CharlieCrist I think conspiracy already hit you ..but hey you want more dead from the COVID, keep spreading disinformation."
450	Tue Nov 30 23:55:29 +0000 2021	1.46583e+18	/	CL	10	"Biden talking about Omicron varient in Minnesota: ""...on Thursday I will put forward a detailed strategy about how we've gone and we're gonna fight this COVID this winter, not with shutdowns and lockdowns but more widespread vaccination, boosters, testing and much more"""
451	Tue Nov 30 23:56:22 +0000 2021	1.46583e+18	/	PL	2	"@BrentHodgson Be interesting to know what all these differences. If the future is to Live With Covid, let's try to replicate the Best Practices to minimise the numbers who will inevitably Die With Covid."
452	Tue Nov 30 23:55:43 +0000 2021	1.46583e+18	/	CS	0	@overitincali @wildwally1999 @rantsbyme007 @MarkMeadows There is no evidence to support immigrants are driving up covid cases btw.
453	Tue Nov 30 23:58:54 +0000 2021	1.46583e+18	/	CY	3	"@MABBMW @MustangSal2709 The NHS waiting list is so long due to the result of covid restrictions…not covid! 1000’s more have died from many more things than have died FROM covid.  It’s attitudes like yours that’s deluded, brainwashed &amp; selfish! 🤬"
455	Tue Nov 30 23:55:50 +0000 2021	1.46583e+18	/	CS	0	"El Paso COVID-19 update for Tue. 11/30: 467 new cases, 1 new death, 6,656 active cases (-337 since yesterday), 336 patients hospitalized (+27) -- 105 in ICU, 54 on ventilators. #Texas  #COVID19 https://t.co/fKX9nfnT7g"
456	Tue Nov 30 23:57:57 +0000 2021	1.46583e+18	/	CV	4	"Just had my Covid-19 booster shot yesterday.  1st &amp; 2nd dose: Astra Zeneca.  Booster: Pfizer.  Side effects so far: headache, slight fever, ms soreness, palpitations and slight increase of BP."
457	Tue Nov 30 23:57:11 +0000 2021	1.46583e+18	/	CL	1	@SenTomCotton I agree that Republicans are a far greater threat.  Explain to me how China is a current Covid threat.  It's only U.S. Republicans and conspiracy theorists in other countries that are threatening the world population
458	Tue Nov 30 23:55:52 +0000 2021	1.46583e+18	/	CY	0	"@eleonorasfalcon @TheBembridge When you’ve watched Covid patients die, literally suffocating to death, then you can comment on being heartless. Understand the bigger picture. Wear a mask to save lives. NHS been doing it for years. I volunteered frontline ambulance during Covid and held hands of people dying!"
459	Tue Nov 30 23:55:27 +0000 2021	1.46583e+18	/	CP	0	"@AGJeffLandry SICK or well,  I don’t want to be near the far right politicized health system of Louisiana. If I want to stay alive, I avoid COVID Louisiana. I avoid perennial murder state Louisiana and perennial Murder Capital New Orleans - . I’ve made my last LA trip!"
460	Tue Nov 30 23:59:04 +0000 2021	1.46583e+18	/	CV	5	UPDATE: FDA panel backs first-of-a-kind COVID-19 pill from Merck https://t.co/8TpLopLI2D
461	Tue Nov 30 23:59:30 +0000 2021	1.46583e+18	/	PY	0	@RepSwalwell I am proudly unvaxxed and have had Covid 19. I survived. Stop spreading propaganda and lies. You know what other choice that your children did not have? Their father having sex with a communist spy. Bet you don't want to discuss that though.
463	Tue Nov 30 23:59:37 +0000 2021	1.46583e+18	/	CV	1	"Getting a covid shot today, reason being is because I wanna travel to palmiston North cause the rents cheaper"
464	Tue Nov 30 23:59:25 +0000 2021	1.46583e+18	/	CV	0	FDA advisers narrowly endorse Merck's COVID-19 antiviral pill https://t.co/M6ndHNqQVc
465	Tue Nov 30 23:56:50 +0000 2021	1.46583e+18	/	CS	0	@quintic @H2OEcologist @BuckSexton This is the claim that I mean to cite. That covid didn't spike causes of death in general.  Why is her claim wrong? Please specify https://t.co/v6m5U32l4W
466	Tue Nov 30 23:56:10 +0000 2021	1.46583e+18	/	CT	0	Omicron: How are Covid rules and booster jabs changing? - BBC News https://t.co/09y6MxRclb https://t.co/R3UzRDbicz
469	Tue Nov 30 23:59:27 +0000 2021	1.46583e+18	/	CY	3	"@FlippinSteve @MarkFriesen08 The fact CoVid exists and is killing plenty of faithful Christians is proof enough for me that a) god is evil or b) god is incapable, and in either case not worthy of worship &amp; adoration. Modern science has performed more “miracles” than faith healers and prayer ever have."
470	Tue Nov 30 23:55:40 +0000 2021	1.46583e+18	/	CR	0	How to find the cheapest Covid tests for overseas travel https://t.co/sMsI7ywxsa
471	Tue Nov 30 23:56:30 +0000 2021	1.46583e+18	/	CY	1	CNBC Host Says Quiet Part Out Loud About COVID Vaccine Mandate https://t.co/HoT4pUGfEC
472	Tue Nov 30 23:55:09 +0000 2021	1.46583e+18	/	CY	0	@AdamSchefter LeBron got covid wtf
474	Tue Nov 30 23:58:26 +0000 2021	1.46583e+18	/	CV	29	"I'm with Charlie. I'm vaccinated and boosted and trying to live a normal life. Anti-Covid measures are a much, much bigger worry for me at the moment than Covid. https://t.co/NoqdOfJMhs"
475	Tue Nov 30 23:56:50 +0000 2021	1.46583e+18	/	CY	11	these lebron covid jokes a bit distasteful but of course twitter doesn’t care lol
476	Tue Nov 30 23:55:16 +0000 2021	1.46583e+18	/	CY	0	Russ gave Lebron covid wow https://t.co/M37sv2jauH
477	Tue Nov 30 23:58:52 +0000 2021	1.46583e+18	/	CY	1	@WalterAppling Covid and Darwinism struggle
479	Tue Nov 30 23:57:03 +0000 2021	1.46583e+18	/	CS	0	COVID outbreak hits the P-Bruins https://t.co/SQXl7RPUoz
481	Tue Nov 30 23:57:33 +0000 2021	1.46583e+18	/	CY	0	"This is all on the @WhiteHouse and the ilk that is associated with and advises dementia-ridden #Biden. Between Biden's support of abortion, Afghan withdrawal process and Covid protocols, he is responsible for millions dead. Is that acceptable #Catholosism? https://t.co/LD7PWfKx0E"
482	Tue Nov 30 23:56:25 +0000 2021	1.46583e+18	/	CR	0	"Most employers will require workers to get COVID-19 shots, survey shows https://t.co/ZWiy3ED0Rc via @usatoday   OK. #omicron  THIS is an ""OCEAN of info;""ANS. for us 'non-elites:' #supersimplified IN PLAIN ENGLISH, #covidvaccine #vaccines #coronavirus https://t.co/xINoQQkHs6"
483	Tue Nov 30 23:59:03 +0000 2021	1.46583e+18	/	CY	0	Lebron got Covid ??????
484	Tue Nov 30 23:56:07 +0000 2021	1.46583e+18	/	CY	2	"Am I the only one who's more concerned that this is a regular thing than if it were unique to Covid? Would it be any better if they brought in the military to control an outbreak of ebola?  Crowd containment by military, whatever the reason, seems like cause for concern to me. https://t.co/mk9Ynv2fHg"
489	Tue Nov 30 23:59:13 +0000 2021	1.46583e+18	/	CV	7	8 billion shots. This is not experimental; we have the data.  https://t.co/HfqCTG2DZa
490	Tue Nov 30 23:56:06 +0000 2021	1.46583e+18	/	CT	0	Statement on Omicron COVID variant from Word Health Organization (WHO)  https://t.co/lzAB7XrCLQ
491	Tue Nov 30 23:57:20 +0000 2021	1.46583e+18	/	CT	1	Moderna CEO: Vaccines won't handle new coronavirus variant https://t.co/lSWnU47m0a
492	Tue Nov 30 23:58:14 +0000 2021	1.46583e+18	/	CT	4	O-micron … as in very small .. is clearly a real coronavirus .. A COMMON COLD!!!!!!!!!! https://t.co/3pWOAUGShr
494	Tue Nov 30 23:58:48 +0000 2021	1.46583e+18	/	CP	12	"@MikeKowal9 @clarencehilljr @MasterTes I’m not sure what world  you live on, but anyone who believes in science knows you can still get Covid . With having the vaccination. 🤦🏽‍♂️"
495	Tue Nov 30 23:56:02 +0000 2021	1.46583e+18	/	CY	4	@MetalHammer Good. Places that don't take COVID seriously don't deserve the luxury of quality entertainment.
496	Tue Nov 30 23:59:01 +0000 2021	1.46583e+18	/	CV	2	"@Sugar_tits_420 I have gotten the vaccine, and we are practically besties now. I am covid free, but I'm also boring and don't go anywhere and sanitize often. I support peoples choice to get it or not, as long as people are happy I don't care one way or another"
499	Tue Nov 30 23:58:33 +0000 2021	1.46583e+18	/	CY	6	@wolfe_hips @wfaa So when someone dies from COVID…they actually didn’t die from COVID. But when someone dies within a year of getting the COVID vaccine…they died from the COVID vaccine. Y’all make no sense. If a person dieS from COVID…that means THEY DIED FROM COVID.
91	Mon Nov 29 23:56:52 +0000 2021	1.46547e+18	/	CY	0	@commoncents1234 @NickReisman Yes but covid is so much worse. I think its prudent to be more careful. Just saying.
2	Sun Nov 28 23:59:58 +0000 2021	1.46511e+18	-	CT	1	"Omicron Variant Now in North America. Canadian officials announced Sunday that the omicron variant of Covid-19 has reached North America, with two cases appearing in the province of Ontario. #Omicron   https://t.co/PZjLJDPSUh"
3	Sun Nov 28 23:59:56 +0000 2021	1.46511e+18	-	CY	1	@Editor_of_Eric It is the other way. COVID gets them.
4	Sun Nov 28 23:59:56 +0000 2021	1.46511e+18	-	CT	1	how many COVID variants are there?? A new one every month😶‍🌫️
11	Sun Nov 28 23:59:53 +0000 2021	1.46511e+18	-	CT	0	"Covid is out here scooping up the hottest gender names.   ""Omicron"" has to be the coolest pronoun.  #COVIDIOTS #covidvariant #COVID19 #OmicronVariant #Omicorn #variant #comedy #comedian #sundayvibes #Sundayfeeling #Sundaymood #Sundaythoughts #oof #transgender #pronouns"
15	Sun Nov 28 23:59:51 +0000 2021	1.46511e+18	-	CV	1	@EDenhoff @sabrinagrover @KenBoessenkool G20 needs to pay for Global Covid Vaccination!
16	Sun Nov 28 23:59:51 +0000 2021	1.46511e+18	-	CY	0	"@theOrangetechie @Ottergoose work for COVID? Dr. James Crowe: And lo and behold, if we took blood cells out of these-- nearly 100-year-old people, they still had immune cells that were circulating in their body that had reacted to the 1918 influenza. That was one of those moments for me when I just said, Wow"
17	Sun Nov 28 23:59:50 +0000 2021	1.46511e+18	-	CL	0	"@TheBabylonBee @Oilfield_Rando Since they accused/blamed Trump inaction for the initial spread of COVID. By that logic if the new variant gets here and kills hundreds of thousands, won’t that be on Biden? Using the same logic Biden should be able to stop it cold."
18	Sun Nov 28 23:59:50 +0000 2021	1.46511e+18	-	CY	2	"@John_Dearie Have you read the book Scott Atlas wrote?  He used actual charts and studies at COVId meets at WH, while Fauci used computer models?  Wow. I think I’d rather listen to an actual doctor who reads and studies, than a token “Scientist” 🙄"
22	Sun Nov 28 23:59:48 +0000 2021	1.46511e+18	-	CY	1	"Good article. ""It’s less that the social fabric has grown frayed, its edges unravelling, than that the so-called social fabric is now manufactured, for profit, by monopolistic businesses, a cheap, throwaway fake."" https://t.co/pSfWhmTu8D"
23	Sun Nov 28 23:59:48 +0000 2021	1.46511e+18	-	CV	0	@ronisversion Omg was it as bad as the second dose 😭 I got moderna and it took me out for three days 😭😭
24	Sun Nov 28 23:59:47 +0000 2021	1.46511e+18	-	CY	1	Fauci killed 40 million animals in medical experiments! Fauci was behind the creation of SARS-CoV-2 in 2006 which became covid19 in the Wuhan which he Bill Gates were both involved in! Fauci was pushing everyone to wear facemask back in 2001 for the aids virus he was also behind!
26	Sun Nov 28 23:59:46 +0000 2021	1.46511e+18	-	CL	7	Hypocrisy at its finest!  #MakeAmericaGreatAgain #MAGA #coronavirus https://t.co/Y6SyJIXN2z
27	Sun Nov 28 23:59:46 +0000 2021	1.46511e+18	-	CS	1	@bric_house @MysterySolvent @smc429 Not true. Total falsehood. Reporting your account for false covid information.
28	Sun Nov 28 23:59:46 +0000 2021	1.46511e+18	-	CY	1	@squirrel_hockey @DrMgbeke @cindyhart58 @VinGuptaMD You know what also does serious damage? Covid. The vent. The ecmo.
31	Sun Nov 28 23:59:45 +0000 2021	1.46511e+18	-	PL	0	"@AndrewFeinberg Listen, @RonnyJacksonTX , I  don't know if you have ever lost anyone to COVID-19 or any of the VARIANTS,  but the rest of us have! So shut up and let us do the work to save lives! Ronny, stop OBSTRUCTING,  that's Donny's job."
32	Sun Nov 28 23:59:44 +0000 2021	1.46511e+18	-	CV	13	Honestly this is even twice as fucked up when you consider just how many people in the USA got away with fake vaccination cards to travel. It’s just sickening really.
33	Sun Nov 28 23:59:44 +0000 2021	1.46511e+18	-	CY	0	"$XAIR($15.87) Does this need anymore bullish news? No, but we keep getting it. THIS IS NOW ALSO A COVID PLAY!!!! https://t.co/Iwxj5ID0kj"
34	Sun Nov 28 23:59:44 +0000 2021	1.46511e+18	-	CY	0	"The dude trusts articles and statistics without realizing that like quotes from people, statistics can also be false. Even the CDC got trialed for covid statistical manipulation. In the end, you have to take everything on the internet with a grain of salt, including your exp. https://t.co/aI70l4PgP6"
