	time	id	sentiment	topic	like	text
281	Sun Nov 28 23:58:11 +0000 2021	1.46511e+18	/	CV	3	@DrDiniel @DaveKeating They find freedom a difficult concept to grasp. As shown by the readiness of some continental countries to make Covid vaccination compulsory. We used to be able to kid ourselves that other countries were moving in our free direction.
290	Sun Nov 28 23:58:08 +0000 2021	1.46511e+18	/	CT	1	"Omicron variant now in North America, Canadian officials say  Omicron COVID variant may already be in America, Dr. Fauci    Ho Yes !"
304	Sun Nov 28 23:58:04 +0000 2021	1.46511e+18	/	CP	1	COVID-positive Czech president appoints new PM from plexiglass cubicle | Reuters https://t.co/6uWJqr7WPw
305	Sun Nov 28 23:58:04 +0000 2021	1.46511e+18	/	CY	2	@JBear71435961 @lim3cordial @MyHerbFoods @TheKiraHensley @Reuters There is no difference… either you trust the science or you don’t… you don’t get to be selective as the same people working in cancer medications and treatments are the same ones working in Covid.
306	Sun Nov 28 23:58:04 +0000 2021	1.46511e+18	/	CT	1	"#OmicronVariant ‘#Omicron 6 times more transmissible than #Delta, could infect even vaccinated’ #coronavirus  https://t.co/ppsi8Jfti7"
308	Sun Nov 28 23:58:03 +0000 2021	1.46511e+18	/	CS	0	"UPDATE! 58 New COVID-19 Cases, 70 Discharged And 0 Deaths https://t.co/syM32yUNO6"
311	Sun Nov 28 23:58:02 +0000 2021	1.46511e+18	/	CY	0	What are the key longer-term implications flowing from the Coronavirus pandemic? Click here:  https://t.co/LtF0o1NPs0 to find out https://t.co/0uL15Totnp
312	Sun Nov 28 23:58:02 +0000 2021	1.46511e+18	/	CP	0	"# Districts w/ Full Mask Mandates: 14 # Districts w/ Partial Mask Mandates: 16  **Council Bluffs CSD removed their mask mandate, effective 11/8/21.  https://t.co/dRorPUtp7X https://t.co/CFXxkxNVSC"
314	Sun Nov 28 23:58:01 +0000 2021	1.46511e+18	/	CS	0	# Public School Districts Reporting: 129 out of 327 # Students Currently COVID+: 797 # Staff Currently COVID+: 153 # Students/Staff Combo Currently COVID+: 351 2021-2022 Students COVID+: 11002 2021-2022 Staff COVID+: 2092 2021-2022 Combo COVID+: 4525  https://t.co/dRorPUtp7X https://t.co/vBRsSC4XOd
315	Sun Nov 28 23:58:01 +0000 2021	1.46511e+18	/	CT	3	Forbidden COVID variant https://t.co/LmkuD2manq
319	Sun Nov 28 23:58:00 +0000 2021	1.46511e+18	/	CS	0	Confirmed Influenza+ Iowans Hospitalized: 2  Confirmed Influenza+ Iowans in ICU: 0  Confirmed Influenza+ &amp; COVID+ Iowans Hospitalized: 1  Total Influenza+ Deaths: 13 (HHS data as of 11/28/2021)  https://t.co/hFPOmq8Yvv https://t.co/lqgCNVW3Jn
322	Sun Nov 28 23:57:59 +0000 2021	1.46511e+18	/	CS	0	"@loveforthehomi2 @MbtaCovidiots US has had 799,383 deaths from COVID, 10,857 is tiny in comparison to unvaccinated deaths.  Also that figure of 10,857 isn’t fully vaccinated - it includes only one vaccination which isn’t a full course of vaccination!"
323	Sun Nov 28 23:57:59 +0000 2021	1.46511e+18	/	CT	0	Confirmed COVID+ Adults Hospitalized: 627 ⬆️ Confirmed &amp; Suspected COVID+ Adults Hospitalized: 650 ⬆️ Confirmed COVID+ Kids Hospitalized: 10 ⬆️ Confirmed &amp; Suspected COVID+ Kids Hospitalized: 12 ⬆️ (HHS data as of 11/28/2021)  https://t.co/hFPOmq8Yvv https://t.co/9f5jK1vDoZ
327	Sun Nov 28 23:57:57 +0000 2021	1.46511e+18	/	CS	0	Total Confirmed COVID+ Iowans Hospitalized: 637 ⬆️ Total Confirmed &amp; Suspected COVID+ Iowans Hospitalized: 662 ⬆️ Confirmed Adults in COVID+ ICU: 139 ⬆️  (HHS data as of 11/28/2021)  https://t.co/hFPOmq8Yvv https://t.co/59Dr70xypG
328	Sun Nov 28 23:57:57 +0000 2021	1.46511e+18	/	CS	1	Daily US Covid Deaths by County For MD   2021-11-26:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #globalhealth https://t.co/tf3pVdr8h6
332	Sun Nov 28 23:57:56 +0000 2021	1.46511e+18	/	CV	0	St. Paul police sue over COVID vaccine mandate https://t.co/7ZGwVOAhVm
333	Sun Nov 28 23:57:55 +0000 2021	1.46511e+18	/	CY	0	"#Murdoch's Sky News--more correctly : Sty ""News""--is to good journalism what COVID-19 is to good health. https://t.co/grwaVHQsVR"
335	Sun Nov 28 23:57:55 +0000 2021	1.46511e+18	/	CS	0	"# of LTC Outbreaks: 91  Weekly New LTC Positives: 111 Residents, 140 Staff Weekly New LTC Deaths: 12 Residents, 0 Staff Total COVID+: 12780 Residents, 14261 Staff Total Deaths: 2544 Residents, 36 Staff (CMS data as of 11/14/21)  https://t.co/xyjfcKbXf3 https://t.co/jG9ZhoM1n4"
341	Sun Nov 28 23:57:53 +0000 2021	1.46511e+18	/	CS	0	"Thanksgiving Dinner at my brother’s: I was a good crazy uncle and didn’t bring up politics and/or science and/or reality and/or any of the other things that are correct, but did silently listen to my “do your own research” bro spread Covid bullshit to his adult kids."
342	Sun Nov 28 23:57:53 +0000 2021	1.46511e+18	/	CS	1	Iowa COVID+ Update: 11/28/2021  Cumulative COVID+ Iowans: 522858 Cumulative COVID+ Tests: 564379 Cumulative COVID Deaths: 7412 (NCHS death data as of 11/20/21)  *The CDC does not report on Sunday or Monday.  https://t.co/G37jyxkcDa https://t.co/wmQskmST4R
344	Sun Nov 28 23:57:52 +0000 2021	1.46511e+18	/	CV	0	Ten reasons why we got Covid-19 vaccines so quickly without 'cutting corners'  https://t.co/UVuJSGUel4
345	Sun Nov 28 23:57:52 +0000 2021	1.46511e+18	/	CT	4	Canada's first cases of the omicron coronavirus variant confirmed in Ottawa  Health Minister Jean-Yves Duclos said the confirmation of two omicron cases is a signal that the country's monitoring system is working but to expect more cases of the variant. https://t.co/hOkBIxrndG
346	Sun Nov 28 23:57:50 +0000 2021	1.46511e+18	/	CV	32	Covid-19 Booster Shot https://t.co/TrzHPhwYH7
348	Sun Nov 28 23:57:49 +0000 2021	1.46511e+18	/	CV	0	"""The clinical trials of Pfizer’s coronavirus vaccine found that the all-cause mortality rate of the vaccinated group was higher than that of the control group,""  https://t.co/3mdFOLQgZ7"
351	Sun Nov 28 23:57:47 +0000 2021	1.46511e+18	/	CV	1	@abhinemani Your CLEAR digital vaccine card is approved by New York City as an acceptable proof of vaccination! Enjoy the Big 🍎!
352	Sun Nov 28 23:57:47 +0000 2021	1.46511e+18	/	CV	2	@ScatteredWhimsy @ThyNorse @RealCandaceO Yeah aspirin has been around decades too and it’s great stuff.  But doesn’t do anything for COVID.  And vaccines are better than natural immunity.  Glad I’m triple vaxxed.  But you do you. Plenty of ventilators available at least!
353	Sun Nov 28 23:57:45 +0000 2021	1.46511e+18	/	CT	0	"Stock futures move higher after Friday's big sell-off, investors monitor omicron Covid variant  https://t.co/SluGZ6ndEI"
358	Sun Nov 28 23:57:43 +0000 2021	1.46511e+18	/	CV	3	@HighImpactFlix Expression of Concern: Abstract 10712: Mrna COVID Vaccines Dramatically Increase Endothelial Inflammatory Markers and ACS Risk as Measured by the PULS Cardiac Test: a Warning https://t.co/QrJ9zShWBm
359	Sun Nov 28 23:57:42 +0000 2021	1.46511e+18	/	CT	7	"""the emergence of new variants was 'a natural consequence of being too slow to vaccinate the world.'"" —Michael Head, senior research fellow in global health at the University of Southampton  https://t.co/4iOvSTfUEi  Also: Up is Down, Black is White, Left is Right https://t.co/hNSInBr1nc https://t.co/gNzUvASyVJ"
360	Sun Nov 28 23:57:42 +0000 2021	1.46511e+18	/	CT	1	They’ll promise the moon to make a buck. #DoNotComply  #Moderna CMO says Omicron variant may elude current vaccines https://t.co/2XGDUwp092
367	Sun Nov 28 23:57:40 +0000 2021	1.46511e+18	/	CT	70	"Omicron variant may be 'net positive' news if new mutation kills off more lethal Delta coronavirus.   90% of new infections in Johannesburg are Omicron strain but, so far, the death rate &amp; hospital admissions appear not to be increasing.   #Covid  https://t.co/3jD2hAwKi3"
373	Sun Nov 28 23:57:38 +0000 2021	1.46511e+18	/	CS	0	More COVID Headlines in Fire Law News: From Butt Wipes to Litigation - Fire Law Blog https://t.co/mIKrGLLpqa
375	Sun Nov 28 23:57:38 +0000 2021	1.46511e+18	/	CT	0	Omicron variant spreads to Australia and more of Europe - https://t.co/tA6ec0jXps
378	Sun Nov 28 23:57:38 +0000 2021	1.46511e+18	/	CY	0	“Covid mentality normalises behaviours over humans we won't tolerate over animals“. https://t.co/mV2f1QamuY
380	Sun Nov 28 23:57:37 +0000 2021	1.46511e+18	/	CS	1	"Flyers linking Jewish community to COVID pandemic found at homes in Beverly Hills, police say https://t.co/3d3g9GOYPf"
384	Sun Nov 28 23:57:36 +0000 2021	1.46511e+18	/	CT	0	Small businesses face 'very difficult' process for COVID aid as Omicron looms https://t.co/2J71K7eyY1 via @Yahoo
5	Mon Nov 29 23:58:33 +0000 2021	1.46547e+18	/	CR	6	Enforcement begins today for L.A.'s COVID-19 vaccine requirements https://t.co/pTHmK4veT4
9	Mon Nov 29 23:59:01 +0000 2021	1.46547e+18	/	CR	0	Micheal Martin: Removal of the domestic COVID pass in Ireland - Sign the Petition! https://t.co/q4dJKoDu1Z via @Change
18	Mon Nov 29 23:58:31 +0000 2021	1.46547e+18	/	CR	26726	BREAKING REPORT: Federal judge SUSPENDS Biden's COVID VACCINE MANDATE for health workers in 10 states..
24	Mon Nov 29 23:57:54 +0000 2021	1.46547e+18	/	CS	2	"@alig2025 @KatyKray73 I agree with you. I'm just prefacing that the stats are actually even lower, even for above 60yr olds.  A clear example is Sweden, which was supposed to have an apocalypse for letting covid rip.  Total death numbers is the best metric, so people don't stat manipulate"
29	Mon Nov 29 23:58:14 +0000 2021	1.46547e+18	/	CL	0	"fact Trump torches Biden admin over COVID, inflation, the border, Afghanistan, and other crises"
32	Mon Nov 29 23:58:34 +0000 2021	1.46547e+18	/	CV	0	"Rapid COVID-19 vaccine booster shot update and retaining masks needed to curtail Omicron, experts say - ABC News https://t.co/uwdrPitaei"
39	Mon Nov 29 23:59:31 +0000 2021	1.46547e+18	/	CV	0	"@TelanganaCMO Sir, govt hospitals are turning away people when we visit them by 3 pm in the afternoon saying though vaccines are available with them, slots are not available and asking to visit next day. This should be rectified as these technical issues will cause vaccination delays!"
41	Mon Nov 29 23:58:04 +0000 2021	1.46547e+18	/	CT	0	LONDON (AP)The emergence of the new omicron variant and the world's desperate and likely futile attempts to keep it at bay are reminders of what scientists have warned for months: The coronavirus will thrive as long as vast parts of the world lack vaccines https://t.co/2SjBcp3SpF
52	Mon Nov 29 23:59:35 +0000 2021	1.46547e+18	/	CY	0	@Ms_Ethereum @bennyjohnson And that's how we identify someone spreading false information about covid-19
56	Mon Nov 29 23:58:39 +0000 2021	1.46547e+18	/	CT	0	"🚨🇺🇸Just in: @WHO warns that new virus variant poses ""very high risk"". #BreakingNews #news #coronavirus #VariantOmicron #Corona #B11529 #COVID19 #NewVariant #Variant #covidvariant #SouthAfrica #USA #NuVariant #OmicronVariant #VariantOfConcern   https://t.co/QlSeLMKPcm"
65	Mon Nov 29 23:55:11 +0000 2021	1.46547e+18	/	CL	3	@GovRonDeSantis A bonus won't bring back the officers who succumbed to this pandemic because #ConDeSantis had to make it political.   https://t.co/CCK0D8qFzd
67	Mon Nov 29 23:56:54 +0000 2021	1.46547e+18	/	CY	1	@sue91282690 I don't know which aisle is for the unclean and which is for the chosen people of the great Covid God but there seems to be a fairly even split which is encouraging.
72	Mon Nov 29 23:57:44 +0000 2021	1.46547e+18	/	CT	0	@WHO why weren’t you on top of this new Covid-19 variant
77	Mon Nov 29 23:59:48 +0000 2021	1.46547e+18	/	CT	2	tf is an omicron. bro why they dropping new covid variants like it’s a pokémon card opening https://t.co/iGMulwu2ng
80	Mon Nov 29 23:56:12 +0000 2021	1.46547e+18	/	CT	4	I'm pleased to announce the opening of my new covid fashion store Omicronlie and Fitch.
86	Mon Nov 29 23:59:36 +0000 2021	1.46547e+18	/	CY	0	"@taliaeliana There’s a non-covid sore throat bug going around. My wife got it pretty bad, we took her in and confirmed it wasn’t covid. I started getting it, but thankfully fought it off in a couple of days."
87	Mon Nov 29 23:55:16 +0000 2021	1.46547e+18	/	CT	28	I’ll start worrying when a Covid variant is named Thanos. #avengers
99	Mon Nov 29 23:59:38 +0000 2021	1.46547e+18	/	CY	0	"@freedomtilly @c0ef0afe1f4a43d Hundreds of laboratories and universities across the globe coordinate with the CDC and other government organizations worldwide to come up with the info we use concerning all viruses, not just Covid. Those labs and colleges employ thousands of virologists and epidemiologists."
111	Mon Nov 29 23:58:04 +0000 2021	1.46547e+18	/	CT	3	"KARE 11 set out to find the most commonly searched questions about the new coronavirus variant, omicron. https://t.co/F9MJ27zvaQ"
115	Mon Nov 29 23:58:17 +0000 2021	1.46547e+18	/	CY	1	"I told my oldest that I had contact info for his friends and wouldn't hesitate to contact them to ask them to put pressure on him to get a covid test. That's reasonable, right?"
119	Mon Nov 29 23:59:55 +0000 2021	1.46547e+18	/	CT	0	@allisonpearson  @JuliaHB1 Excellent and sane analysis here!  https://t.co/dLsWbevVHG COVID-19: UK faces bumpy ride amid uncertainty over new Omicron variant and scant data to go on so far https://t.co/HGau5OhFpf
122	Mon Nov 29 23:57:33 +0000 2021	1.46547e+18	/	CY	1	FDA To Advisers: Should Certain Patients Not Get Merck’s COVID-19 Pill? https://t.co/Lui8nzUiJu
124	Mon Nov 29 23:57:44 +0000 2021	1.46547e+18	/	CT	7	*whispers* GrandFAMs I need y’all to start complaining about the heat in CLA. I can feel the Covid Omicron spreading https://t.co/hQfqfGsTEi
128	Mon Nov 29 23:58:52 +0000 2021	1.46547e+18	/	CR	0	New York City reinstates mask advisory 'at all times' while indoors ahead of omicron detection https://t.co/xXRdN9zE2Q  #omicronvariant #health #covid19variants #coronavirus #news
130	Mon Nov 29 23:56:51 +0000 2021	1.46547e+18	/	CV	1	Israel investigating 15 potential cases of omicron COVID variant  Suspected cases include several in people who were not recently abroad https://t.co/67BaVLZiaq
131	Mon Nov 29 23:58:53 +0000 2021	1.46547e+18	/	CV	0	@chipfranklin I hope we are protected by vaccination &amp; boosters. I worry about the elderly being able to handle needed shots every time a variant shows up.
133	Mon Nov 29 23:56:00 +0000 2021	1.46547e+18	/	CR	1	All city employees of Langley will soon need to follow a new vaccination rule that has been set in response to the pandemic.  https://t.co/YQvvfKAzJj
145	Mon Nov 29 23:55:34 +0000 2021	1.46547e+18	/	CP	0	@perfumecrawf HELLO IM SORRY I WAS BUSY WITH MY MISSING WORK FROM COVID AND FINALS RIGHT AFTER 💔💔
148	Mon Nov 29 23:56:04 +0000 2021	1.46547e+18	/	CY	12	ILAE has been invited to attend the Special Session of the World Health Assembly taking place 29 Nov – 1 Dec 2021 focusing on COVID-19 only.  ILAE’s full statement - https://t.co/skwa2AH4dH.  Watch live - https://t.co/uI8yRMH76y. @WHO #epilepsyawareness #advocate4epilepsy https://t.co/YyCewLnkfl
154	Mon Nov 29 23:55:10 +0000 2021	1.46547e+18	/	CS	15	Alberta reports 806 new COVID-19 cases and 7 more deaths over 3 days. Earlier tweet had an incorrect case count and has been deleted. https://t.co/7480s9IuFl
155	Mon Nov 29 23:54:59 +0000 2021	1.46547e+18	/	CY	0	@JohnJHendrix I’m glad Taysom is quarterback this week but I worry about timing issues. The only good/bad thing is COVID has taken out the head coach and some players for the Cowboys. I hope COVID isn’t to bad for them though!!!
158	Mon Nov 29 23:54:49 +0000 2021	1.46547e+18	/	CS	0	@CTHECLIFFS @BBCBreakfast Oh come on - 2 Chinese in York started Covid. Are you bonkers? Covid was all over the world by the end of 2019. It wasn’t started by the those 2 students.
163	Mon Nov 29 23:55:44 +0000 2021	1.46547e+18	/	CV	1	"@joe43932 How is saying ""your body your choice"" telling people there aren't covid risks? I've literally never said that. I've promoted personal choice and have not encouraged not getting vaxxed. On the contrary, I've literally tweeted before, ""If you're at risk you may want to get the vax"""
166	Mon Nov 29 23:57:45 +0000 2021	1.46547e+18	/	CV	0	All vaccinated adults should get their COVID booster to protect against the new Omicron variant. https://t.co/tN1sWhhqs5
177	Mon Nov 29 23:58:06 +0000 2021	1.46547e+18	/	CT	5	"I remain mystified by those taking seriously anything people say about this Botswanan variant. But news in the markets along w/ housing news, Fed news, policy news, economic news, and yes COVID news (and non-news) make this a DC Today not to be missed.  https://t.co/5xZafO2MgM"
180	Mon Nov 29 23:54:53 +0000 2021	1.46547e+18	/	CS	0	Covid 19 around the World: https://t.co/BrIuwfH5st?
181	Mon Nov 29 23:57:29 +0000 2021	1.46547e+18	/	CV	1	"@justashleylove1 The only reason that New Yorkers have such a high vaccination rate compared to the rest of the company is they are simply more intelligent than everybody else. I mean, how can you compare them with, oh I better not say… Freaking hillbillies everywhere."
189	Mon Nov 29 23:57:35 +0000 2021	1.46547e+18	/	CV	1	CDC Says All 18-Plus ‘Should’ Get COVID-19 Boosters Due To Omicron https://t.co/gpFpWw3QwO
194	Mon Nov 29 23:56:01 +0000 2021	1.46547e+18	/	PL	0	the froyo place has apparently adapted to covid by replacing the topping bins with like... bins of little individually packaged servings of topping. which is clever but i would feel way stupider about my choices
195	Mon Nov 29 23:59:55 +0000 2021	1.46547e+18	/	CL	4	"Omicron variant forces Gov. Parson to postpone trip to Israel, Greece https://t.co/PqxDE4SivC"
196	Mon Nov 29 23:59:46 +0000 2021	1.46547e+18	/	CS	0	@ColoCoffeeLover @mosyapolitic @ChristinaPushaw Any one got a chart of murder/suicides/ overdoses increase per state? I feel like that's a relevant death stat to combine with covid. I'm sure Florida also out performed in that category. I just can't seem to find one. Maybe total excess mortality per state?
200	Mon Nov 29 23:56:21 +0000 2021	1.46547e+18	/	CV	0	Pfizer expected to seek FDA authorization for boosters for those ages 16 and 17 - Nov 29 @ 6:53 PM ET https://t.co/GzxS3NGS8F
203	Mon Nov 29 23:57:34 +0000 2021	1.46547e+18	/	CP	0	Parents to be asked to reduce children’s activities to curb Covid-19 spread https://t.co/h0etG0AH0T
204	Mon Nov 29 23:54:42 +0000 2021	1.46547e+18	/	CV	0	How many people in your area are vaccinated against COVID? Here’s a ZIP by ZIP report https://t.co/RktZyqdsQO
214	Mon Nov 29 23:55:35 +0000 2021	1.46547e+18	/	CY	0	@champagne_patty @CP24 I must have missed the part where Covid went away in the summer…🙄🤦🏼‍♀️
217	Mon Nov 29 23:57:27 +0000 2021	1.46547e+18	/	CT	0	@Followe45624388 @Gab_H_R @FanCpixie We will need to see how this strain plays out. Hopefully boosters offers protection especially for vulnerable. But then again mild covid can lead to disaster too. Here there are many older vulnerable ppl who do not have that third vaccination.
235	Mon Nov 29 23:56:07 +0000 2021	1.46547e+18	/	PL	0	The #COVID-19 pandemic created unprecedented challenges. Read and share this customer story on ID Logistics' migration to #IBM #PowerSystems Virtual Server and how it frees teams to help customers when they need the support most. https://t.co/JW0kmlh7VK
238	Mon Nov 29 23:56:14 +0000 2021	1.46547e+18	/	CV	0	CDC expands COVID-19 booster recommendations https://t.co/KR2L3xBeLd
241	Mon Nov 29 23:57:39 +0000 2021	1.46547e+18	/	CY	0	"@topgun1188 @overkoalafired @RMSolitayre @CharlieVergos @Nate_Cohn No idea what tangent you’re trying go off on now.  Original claim: Americans don’t distinguish between fault, they punish based on bad times and reward good times  My point: they didn’t punish Trump for COVID despite the COVID economy not being his fault   Stay on topic"
244	Mon Nov 29 23:58:43 +0000 2021	1.46547e+18	/	CP	5	@gmakri01 @IOHK_Charles Can he issue an executive order to end covid too ? That’d be great
245	Mon Nov 29 23:54:57 +0000 2021	1.46547e+18	/	CR	0	"@SarahMcord @RadTours @notoorange45 @brandon_whis @MarkLevineNYC @JasonLaCanfora 1) That does not mean a mandate is effective. 2) ""greater"" needs to be evaluated in context.  I will ask the same question: Person ""A"" with 1-year old vaccine card, Person ""B"" with Covid 2-months ago. Is it reasonable for them to have different rights?"
247	Mon Nov 29 23:56:35 +0000 2021	1.46547e+18	/	CP	0	@FruityJuJuiice @NSWHealth The vaccine does not stop you getting COVID. Why do people not understand this. It prevents severe disease.
249	Mon Nov 29 23:59:27 +0000 2021	1.46547e+18	/	CY	1	"Cowboys Coach Mike McCarthy, several others will miss Thursday's game due to COVID-19  https://t.co/t6WxIR9ii9"
257	Mon Nov 29 23:55:24 +0000 2021	1.46547e+18	/	CV	0	@SammyEmilio B) the US (and other nations) has been pretty active in blocking access to the formula for the Covid vaccines thanks to patents.
261	Mon Nov 29 23:56:42 +0000 2021	1.46547e+18	/	CT	0	Covid Qld: State border plans remain on track for reopening despite Omicron threat https://t.co/yIY65iK6Wl via @couriermail
266	Mon Nov 29 23:59:56 +0000 2021	1.46547e+18	/	CS	0	Covid in Scotland: Where are the latest cases? https://t.co/l0RQm970Bb
277	Mon Nov 29 23:57:37 +0000 2021	1.46547e+18	/	CV	0	@lenoxhill Trying to book my booster shot at Einhorn auditorium. That’s where I got my Covid vaccine. It doesn’t look available on the website. Are you doing boosters?
280	Mon Nov 29 23:55:42 +0000 2021	1.46547e+18	/	CV	0	U.S. CDC says all adults should get COVID-19 booster shots #SmartNews  https://t.co/s1mk8Zkx5n
283	Mon Nov 29 23:58:55 +0000 2021	1.46547e+18	/	PL	1	"i physically i CANNOT STOP watching that, i know i say big words about my emotions all the time but you don’t get it the whole universe shifted somehow and even if there was nothing else post-covid i would just be grateful to have this, only this,"
294	Mon Nov 29 23:58:54 +0000 2021	1.46547e+18	/	CV	29	@POTUS $OCGN #COVAXIN ... Give the American people other options especially if you plan on forcing vaccinations (which is obsurd) Lets see if you remove all roadblocks like you say. @Ocugen @US_FDA @RepThomasMassie
297	Mon Nov 29 23:55:55 +0000 2021	1.46547e+18	/	CT	0	"Singapore tracking Omicron Covid-19 variant closely, may be forced to take steps back: PM Lee https://t.co/VpNTUvxkkA"
306	Mon Nov 29 23:55:25 +0000 2021	1.46547e+18	/	CV	30	@POTUS Does that mean we are going to see Covaxin available to the American public? Sure would get many hesitant ppl another choice to get vaccinated!
330	Mon Nov 29 23:55:40 +0000 2021	1.46547e+18	/	CY	0	"@jemillerwbal Yes everyone with smarts want to get vaccinated and see the end of Covid. But with new viruses popping up worldwide. All Americans can do is follow the health organizations, Biden, Democrats. The Republicans have nothing to offer but a lotta criticism and BS talk."
333	Mon Nov 29 23:57:23 +0000 2021	1.46547e+18	/	CV	0	Will the vaccines protect against the new omicron variant? Your COVID-19 questions answered. https://t.co/ApStuTdVEf
368	Mon Nov 29 23:55:02 +0000 2021	1.46547e+18	/	CR	0	We need a full 2 week minimum lockdown and immediate lockout of foreign arrivals (incl Aus citizens) to stop Omicron spreading. This has the potential to be an extinction level mutation. Lock everything down and pay everyone to stay home. #coronavirus #auspol #covidvariant
398	Mon Nov 29 23:54:24 +0000 2021	1.46547e+18	/	CT	0	VACCINATION: What does appearance of #Omicron variant mean for the double-vaccinated? https://t.co/UAY6mKx7q1
411	Mon Nov 29 23:58:48 +0000 2021	1.46547e+18	/	CL	1	@GOP No he didn't. He never said he had the power to eradicate the Coronavirus because that's ridiculous.
415	Mon Nov 29 23:55:38 +0000 2021	1.46547e+18	/	CT	2	"The Omicron Covid variant is no excuse for new lockdowns or vaccine mandates, as New York Gov. Kathy Hochul’s damage to hospitals shows. https://t.co/0tllwAOBrA"
418	Mon Nov 29 23:59:00 +0000 2021	1.46547e+18	/	CT	0	"WHO flags Omicron risk, travel curbs tighten, Biden urges vaccination https://t.co/SIS6mz28f4"
442	Mon Nov 29 23:59:51 +0000 2021	1.46547e+18	/	CT	1	Why WHO skipped two letters of the Greek alphabet in naming Omicron https://t.co/xPJ1TS3pLP
446	Mon Nov 29 23:55:04 +0000 2021	1.46547e+18	/	CV	1	Omicron variant: CDC recommends COVID-19 booster for all adults amid latest threat https://t.co/MH6ZVMW8E3
448	Mon Nov 29 23:54:32 +0000 2021	1.46547e+18	/	CL	0	"Beltway Insider: Biden, Putin/China, COVID/Vaccine Totals, Strickland/Arbery, Steven Sondheim https://t.co/yiW2O7NbWC"
459	Mon Nov 29 23:57:27 +0000 2021	1.46547e+18	/	CT	0	"@JimMack1211 @ltgrusselhonore @POTUS @CDCgov @JoeNBC @WHCOS @MSNBC @CNN @CBSNews @ABC Poetic Justice may come to China.   If the Omicron version of Covid shuts down the 2022 Olympics, it will show China you don’t hide information from the World because it will come back haunt you."
462	Mon Nov 29 23:55:08 +0000 2021	1.46547e+18	/	CT	11	"The next wave of COVID being called ""The Omicron Variant"" has me thinking of this every time I hear about it.  Thanks, Futurama. https://t.co/tPMPLZPuOu"
467	Mon Nov 29 23:58:00 +0000 2021	1.46547e+18	/	CT	0	"""The New Omicron Coronavirus Variant Is ‘Highly Mutated’ What Does This Mean?"" https://t.co/8D97xuZ5wp #health #pharma"
477	Mon Nov 29 23:54:32 +0000 2021	1.46547e+18	/	CT	0	Rep. Grothman to Newsmax: Omicron Brings New Worries on Immigrant Testing | https://t.co/PHcRJbPPmc https://t.co/Hp4p6TTp4C
482	Mon Nov 29 23:54:48 +0000 2021	1.46547e+18	/	CT	0	New COVID Variant Detected in Multiple Countries https://t.co/i6P1U04bj9
485	Mon Nov 29 23:56:14 +0000 2021	1.46547e+18	/	CT	0	First cases of Omicron COVID-19 variant detected in Canada: What we know https://t.co/pbS5BQYhtQ via @CTVNews
486	Mon Nov 29 23:57:43 +0000 2021	1.46547e+18	/	CV	1	@jackmjenkins Was not great with second shot. No side effects save some soreness third shot (also Moderna all the way). Got flu shot with the booster (not recommended).
487	Mon Nov 29 23:59:58 +0000 2021	1.46547e+18	/	CT	1	How to go viral? Just be a COVID-19 mutation #Omicron: Everyone will talk about you. Make fun of you. Will gossip about you. Will create bullshit around you. Will die for or with you and get invested with you. A few days after your birth you will be world famous! think about it! https://t.co/LsSFgu2Wcc
489	Mon Nov 29 23:57:40 +0000 2021	1.46547e+18	/	CV	0	"Researchers Review COVID Database, Make a Huge Discovery When They Exclude Vaccinated People via @WestJournalism https://t.co/SpW6UIF143"
492	Mon Nov 29 23:58:22 +0000 2021	1.46547e+18	/	CV	8	I know young kids generally do not experience severe disease with Covid so I was never panicking about my nine year old. But I don’t think I fully realized how worried I was until I booked her appointment today and the floodgates opened. Just so grateful to science!
493	Mon Nov 29 23:59:24 +0000 2021	1.46547e+18	/	CV	0	@segrivas @NSWHealth Lol yes just cause you're vaccinated doesn't mean you don't get covid....
495	Mon Nov 29 23:59:55 +0000 2021	1.46547e+18	/	CY	0	Jim Cramer’s investment playbook for the Covid omicron variant - https://t.co/V8U1gjxCg9
497	Mon Nov 29 23:56:00 +0000 2021	1.46547e+18	/	CV	0	All city employees of Langley will soon need to follow a new vaccination rule that has been set in response to the pandemic.  https://t.co/jVETOcFwbN
498	Mon Nov 29 23:56:08 +0000 2021	1.46547e+18	/	CV	0	CDC Strengthens Advice for Boosters as Omicron Variant Spreads Globally https://t.co/ubN5SOFvmU   New.
0	Tue Nov 30 23:58:39 +0000 2021	1.46583e+18	/	CV	7	@13thNemesis @kleymo1 @aginnt I am for vaccination - especially for the vulnerable populaion . There is no evidence that transmission rate is significantly lower in vaacinated people than unvaccinated . Certainly not enough to justify state police thugs beating your fellow citizens.
2	Tue Nov 30 23:56:11 +0000 2021	1.46583e+18	/	CT	0	"Concerned, but not panicking.  'This is not going to be good': Moderna CEO on what scientists are telling him about the omicron coronavirus variant https://t.co/1Hq4s8sDTG"
9	Tue Nov 30 23:56:46 +0000 2021	1.46583e+18	/	CY	3	"A record numbers of investors started buying and selling shares for the first time last year, but uncertainty surrounding the Omicron variant of COVID-19 is now giving many of the newbies their first real taste of share price volatility | @jcollett_money https://t.co/RgwmKPUA4I"
