	time	id	sentiment	topic	like	text
148	Sun Nov 28 23:59:03 +0000 2021	1465108006560223232	/	CV	0	what short films should i watch while i wait at vaccination site https://t.co/3onaYNUX0h
149	Sun Nov 28 23:59:03 +0000 2021	1465108005754707979	/	CS	2	"LIVE: 8,774 New Covid Cases Recorded In India, 621 Related Fatalities https://t.co/a3AwiHAwW2 https://t.co/7F0EVzyHmX"
150	Sun Nov 28 23:59:03 +0000 2021	1465108005142204428	/	CT	0	Two cases of COVID-19 Omicron variant reported in Canada - New York Post https://t.co/D0u3yKiyj3
151	Sun Nov 28 23:59:03 +0000 2021	1465108003875700739	/	CS	0	South Africa dont have a COVID problem https://t.co/UXPwNvcZRK
152	Sun Nov 28 23:59:02 +0000 2021	1465108002529177601	/	CY	0	Sixers' Joel Embiid on bout with COVID-19: 'I really thought I wasn't going to make it' https://t.co/KVVlifpXZE
153	Sun Nov 28 23:59:02 +0000 2021	1465108002315378694	/	CS	0	Today’s coronavirus news: Canada confirms first two cases of Omicron variant; Ontario sees highest daily case count in nearly six months https://t.co/o4OyNEdbv2 via @torontostar
154	Sun Nov 28 23:59:02 +0000 2021	1465108001233117192	/	CP	0	Study questions efficacy of homoeopathy medicine given to prevent COVID - The New Indian Express https://t.co/ov0CNeo6v4
155	Sun Nov 28 23:59:02 +0000 2021	1465108000050491396	/	CV	15	Weird how the hospitals of full of people sick with COVID but no one is sick with the vaccine. https://t.co/wVmJPFaXZL
156	Sun Nov 28 23:59:01 +0000 2021	1465107998662086674	/	CS	51	Me and the homies at the COVID internment camp https://t.co/YWTkHhn1sZ
157	Sun Nov 28 23:59:01 +0000 2021	1465107998137884673	/	CT	0	ISRAEL reinstates the role of its internal security service in SURVEILING the CELLPHONES of PEOPLE confirmed to be carrying the variant... https://t.co/mvtQhX3OWb
158	Sun Nov 28 23:59:00 +0000 2021	1465107993805139976	/	CL	2	"@tarmacmolly Dictatorship takes many forms.We never voted for this con job junta,we were victims of a covid coup against the backdrop of manufactured fear."
159	Sun Nov 28 23:59:00 +0000 2021	1465107991380824072	-	CV	1	"@Garakus_MV Every single scientific, medical and government committee recommends COVID vaccination: CDC, NIH, FDA, ACIP, AAAS, Am Academy Pediatrics, Am College of Obstetricians and Gynecologists, the Society for Maternal-Fetal Medicine even for pregnant women  https://t.co/MgcSieqfCC"
160	Sun Nov 28 23:59:00 +0000 2021	1465107991372480513	-	CS	1	@The_DHS SA gov is allowing a situation for more mutations to occur &amp; more new variants.  YOU CANNOT HAVE AN OPEN SOCIETY WITH PEOPLE PHYSICALLY INTERACTING &amp; SPREADING THE VIRUS! We need to stop physical interaction to stop the spread &amp; flatten the curve IF we serious bout stopping covid
161	Sun Nov 28 23:58:59 +0000 2021	1465107989627559940	-	CY	0	@markwil147 It really shags you the old Covid ! 🥊🥊.  It is what it is . You take care .
162	Sun Nov 28 23:58:59 +0000 2021	1465107989304598532	/	CV	0	Alan Kohler: We need a vaccine against confusion and stupidity https://t.co/8rEU0H47wW
163	Sun Nov 28 23:58:59 +0000 2021	1465107988419592193	/	CT	1	Canada reports first 2 cases of omicron COVID-19 variant in Ottawa                                                            Damn!!! https://t.co/S4QZM4CjBP
164	Sun Nov 28 23:58:59 +0000 2021	1465107987832311809	/	CL	2	@MeanTweets4Ever @Mayor_Steinberg @katie4council Covid is the best thing that happen to authoritarian governments.
165	Sun Nov 28 23:58:58 +0000 2021	1465107983956946945	-	PL	0	"@NoelTruth @staceyabrams Lmfao kids said crippling under covid 🤣🤣🤣🤣, only because you middle school drop outs are fear mongering everyone into a great depression. Raising taxes does nothing, only hurts the middle and lower class."
166	Sun Nov 28 23:58:58 +0000 2021	1465107982950309894	-	CY	50	"@thehill No, we DON'T ""have to start living with COVID"", the capitalist US government just refuses to do what is necessary to eradicate the virus: https://t.co/JoNxpUGVXd"
167	Sun Nov 28 23:58:58 +0000 2021	1465107982597836805	-	CV	5	"@InUtahNotOfUtah Yes. If they aren't personally affected or know anyone who has been? It's overblown. Or if someone who has been vaccinated gets Covid, then why bother getting the shot? Or 'I don't care. I can't live in fear.' That last mentality really pisses me off."
168	Sun Nov 28 23:58:56 +0000 2021	1465107976956612610	/	CT	4	"Omicron ‘mild’ so far, experts say, but WHO urges caution https://t.co/qdxKpcRsQe #COVID19"
169	Sun Nov 28 23:58:54 +0000 2021	1465107968446316544	/	CT	0	Article dated July 2021 talking about B.1.1.529 (OMICRON) ???  https://t.co/fVlpkMpLHS
170	Sun Nov 28 23:58:53 +0000 2021	1465107965145337859	-	CV	1	@saiIupthesun I got the Pfizer booster after having my j&amp;j vaccine in April! I was pretty tired the day after and a little sore but nothing too extreme
171	Sun Nov 28 23:58:53 +0000 2021	1465107964084334593	/	CS	0	Florida Reports Lowest Daily COVID-19 Cases per Capita in US  https://t.co/SM1ZrnydzM
173	Sun Nov 28 23:58:52 +0000 2021	1465107959717842945	-	CS	0	"""With Covid studies, the quality of the evidence matters"". Putting a lot of poorly-designed studies together does not give you quality evidence: to date only one randomised study of masking, showing low efficacy; no adequate studies of ivermectin to date.  https://t.co/e1PgRRSZZ9"
174	Sun Nov 28 23:58:52 +0000 2021	1465107958061281280	-	CL	0	"@strobist @offbeatphotog For every political action, there is an equal and opposite action. Divisive politics will always be here, COVID was just the outrage du jour. https://t.co/Q0YVVugXdV"
176	Sun Nov 28 23:58:50 +0000 2021	1465107950759034890	/	CR	1	"@The_DHS SA gov is not serious about curbing covid spread &amp; stopping deaths. The new variant was created under level1 restrict. Everything is open &amp; it's business as usual. Ppl interacting &amp; everytime a new person gets infected, it's an opportunity for mutations to occur &amp; new variants"
177	Sun Nov 28 23:58:50 +0000 2021	1465107948871602181	/	CS	0	"@skodasays @fatdogz @redsteeze Ok, please tell me the closest virus to SARS-CoV-2 ever found in the wild. (I’ll give you a hint, it’s a bat!)"
178	Sun Nov 28 23:58:49 +0000 2021	1465107948569391106	/	CT	1	@straits_times How could S'pore find out if Omicron is spreading inside when MOH announced on 2 Oct someone tested + with ART but no sympt cld just recover at home? Thus it is likely that Omicron is now spreading coz MOH hasn't been test sequencing for more than1.5 mths  https://t.co/AtbRaLmLzd
179	Sun Nov 28 23:58:49 +0000 2021	1465107945251872771	+	CV	1	@EdwardStockwell Damn I got Moderna.
180	Sun Nov 28 23:58:48 +0000 2021	1465107941854433286	/	CY	3	"@Philmachinist @mylazareth @nillumcm It's creeping up in a lot of places. COVID isn't done with us. BTW, they were both former co-workers. Just awful."
181	Sun Nov 28 23:58:47 +0000 2021	1465107938369060866	+	CY	17	LA: gets turned into bangtanland  canada: gets a new covid variant
182	Sun Nov 28 23:58:47 +0000 2021	1465107938029101058	-	CY	0	"Sir, there are things more important than justice; such as using your COVID-19 location scanner."
183	Sun Nov 28 23:58:47 +0000 2021	1465107937211392009	-	CY	0	"Will the Stock Market Crash Tomorrow due to New Covid Variant? Learn, Tr... https://t.co/qVqHSupjuf via @YouTube"
184	Sun Nov 28 23:58:46 +0000 2021	1465107935718264838	+	CV	1	@KryptonDon @jontalotta @WSJ Multiple studies show no reduced likelihood of infection with vaccination.  They show the same rate of spread in unvaccinated and vaccinated populations.  With hundreds of thousands of cases studied.  Only lowers likelihood of sever case.
185	Sun Nov 28 23:58:46 +0000 2021	1465107933495279617	/	CS	0	@CunningRedvers @UKCovid19Stats Elmbridge currently third highest local authority in England for the number of COVID cases today - and that’s pre-Omicron
186	Sun Nov 28 23:58:45 +0000 2021	1465107930349334531	/	CV	15	"Dont Panic,  Just practice same safety protocols  Moderna Says New Vaccine for Omicron May Be Ready in Early 2022 https://t.co/d8JI0hADI5"
187	Sun Nov 28 23:58:45 +0000 2021	1465107927681875976	/	CV	0	"@djmateo2 And still alive. Runs contrary to your beliefs, don't it?  I'm not ""anti-vaxx"" I just don't want your worthless jab.  You're going to get Covid eventually. Your waning anti-bodies won't last forever."
188	Sun Nov 28 23:58:44 +0000 2021	1465107927451250689	/	CV	5	@KevinMKruse @jonallendc Add some Pfizer to the painkiller
189	Sun Nov 28 23:58:43 +0000 2021	1465107923395399682	-	CS	0	not covid running wild in our house and i’m supposed to go back to work this week 😩😩😅😅😅
190	Sun Nov 28 23:58:43 +0000 2021	1465107922699046916	/	CV	2	@pipfox1 New Article: Was Dr. Andreas Noack murdered for what he discovered? #noack #austria #grapheneoxide #murder #virus #covid #coronavirus #raid #trump #biden   https://t.co/OtPvb8rqUt
191	Sun Nov 28 23:58:43 +0000 2021	1465107921390473216	/	CT	0	Colonel Sanders spreading covid variant simplex 2⁰22 https://t.co/7vUkjrwbiV
192	Sun Nov 28 23:58:42 +0000 2021	1465107915325546497	-	CS	0	"Gov. Hochul delivers COVID-19 update by Sunday, November 28th https://t.co/iwf1rwqZVx"
193	Sun Nov 28 23:58:40 +0000 2021	1465107910338523141	-	CV	1	"@mudfootmama @UclaBruin1998 @funder People who don't vaxx don't care if they catch covid or give to someone else who may get sick or dies. Doing anything for ""the common good"" is of no interest to them"
194	Sun Nov 28 23:58:39 +0000 2021	1465107905636618241	-	CT	0	"@BurDarius Bullsht. I have not read anywhere that it's mutating because of the vaccine. That is absolute lunacy. @DrEricDing can respond to this. An actual epidemiologist, 16 yrs at Harvard and the first person to Tweet about COVID in Jan 2020. He is more reliable than  QAnon news 🙄"
195	Sun Nov 28 23:58:39 +0000 2021	1465107905401823237	/	CY	0	@NeedlesOnNews Covid is not an issue for Littles …
196	Sun Nov 28 23:58:38 +0000 2021	1465107899114471437	/	CL	2	@ImIncorrigible So I heard on LBC that Essex Police are hunting for people who might have been inconvenienced by lnsulate Britain protests to support a charge against climate change protestors. Just after COP26.   But these covid morons seem to be free to roam and spread their dangerous lies.
197	Sun Nov 28 23:58:38 +0000 2021	1465107898892226564	+	CL	0	"@TaylorEdLead Made good calls regarding half day schedules, setting up district wide Covid testing, and creating vaccination clinics for our 5-11s. This is what we’ve been waiting for: Leadership. #ProudOfU #UnionStrong #TwpUnionSchools"
198	Sun Nov 28 23:58:37 +0000 2021	1465107897353129984	+	CY	12	"Looking back at the level of ridiculous my hair got to during COVID when barbers were closed has me in shambles.   TOUGH look, great interview - #StickTaps to The Great Dane @mads_sogaard 👊🏻 https://t.co/CDSRulU7wl"
199	Sun Nov 28 23:58:37 +0000 2021	1465107896220491778	/	CV	0	U.S. focuses on booster shots as best strategy against new variant  A group of senior U.S. health officials had a call with South African scientists Sunday to understand the latest about the new omicron coronavirus variant and to help inform next steps ... https://t.co/lB1Fn0j5Rx
200	Sun Nov 28 23:58:37 +0000 2021	1465107896186773508	+	CV	2	"@Lzrdonawndwpan1 @michlwatkins @oopsiedaisy73 When I made an appointment for my 17yo to get his flu shot, I checked off that he’d like the covid booster, too, figuring I’d might as well try.  When he went to his appointment, they confirmed his second dose was 6 months prior then gave him the booster. Definitely worth trying."
201	Sun Nov 28 23:58:36 +0000 2021	1465107891409592329	/	CS	0	"#Egypt’s Health Ministry: 951 #coronavirus new cases,42 #COVID19 fatalities and 733 fully recovered ... via @24liveblog https://t.co/X5jaH4rIM8"
202	Sun Nov 28 23:58:36 +0000 2021	1465107890050670600	+	CS	0	Retweet selected by the https://t.co/kmOCQTFIJb team |  11 ways to boost morale in a COVID world #covid_ https://t.co/YIJFBsASnO https://t.co/HbUeKEDbMP
203	Sun Nov 28 23:58:35 +0000 2021	1465107889903706112	/	CL	61	I do not have enough eye rolling emojis for this  Green MP Ricardo Menéndez March raises concerns about 'inequitable' COVID-19 traffic light system | Newshub https://t.co/25dmyYYdZV
204	Sun Nov 28 23:58:35 +0000 2021	1465107888230174723	/	CT	0	"Olaf Scholz will likely be Germany's next chancellor, succeeding the retiring Angela Merkel. He's telling Germans that in meeting the threat posed by COVID-10's #Omicron variant, all options are on the table and nothing is being ruled out. https://t.co/1XQEKmz5M4"
205	Sun Nov 28 23:58:35 +0000 2021	1465107886938669056	-	CT	0	What We Know About the New Variant https://t.co/NuWzYTmrxN
206	Sun Nov 28 23:58:35 +0000 2021	1465107886439211013	-	CY	1	"@richo_1973 @vanOnselenP Gotta get your jollies where you can, in times of COVID 😂"
207	Sun Nov 28 23:58:34 +0000 2021	1465107883415146498	/	CR	8	"▶️ Swiss express support for maintaining Covid measures, despite protests https://t.co/9lEL5JHlqn https://t.co/kcAByUPWEo"
208	Sun Nov 28 23:58:34 +0000 2021	1465107881972301833	/	CY	0	Japan stocks set to slide as investors continue to watch omicron Covid variant developments https://t.co/xaXFfkIumk #news #topstories #berkleybearnews
209	Sun Nov 28 23:58:34 +0000 2021	1465107881775099907	/	CY	0	Japan stocks set to slide as investors continue to watch omicron Covid variant developments https://t.co/d9emTg26Rl
210	Sun Nov 28 23:58:33 +0000 2021	1465107877643702278	+	CR	0	@WestJet is now taking the obvious step to introduce RAPID PCR testing from @LuciraHealth as an option for air travelers.  Current laboratory PCR testing confirms your #COVID status 2-3 days ago.  $LHDX tests confirm it 30 min. ago.  https://t.co/S2yxSfyxoS
212	Sun Nov 28 23:58:31 +0000 2021	1465107869163008000	-	CS	0	@patknadolski @Malinowski So are 1000 a day not dying from covid?
214	Sun Nov 28 23:58:30 +0000 2021	1465107867950882827	-	CS	3	@elwdbm @Boogie2988 Honestly dude I was gonna argue with you but someone I know died of Covid 3 days ago so just give me a break on this one ok
215	Sun Nov 28 23:58:30 +0000 2021	1465107866612809731	+	PL	105	"It took a while due to Covid, but this lovely parting gift from my Dublin parish friends has finally made it here. A watercolor of St. John Henry Newman’s University Church, Our Lady Seat of Wisdom, on St. Stephen’s Green. https://t.co/xMkofby2nK"
216	Sun Nov 28 23:58:29 +0000 2021	1465107863538438148	/	CR	7	"UPDATED: Ottawa Public Health is asking individuals who have been to eight countries, including Nigeria, within 14 days before arriving in Ottawa to self-isolate immediately and seek testing for COVID-19. #ottnews   https://t.co/Z6lW4NGFYk"
217	Sun Nov 28 23:58:29 +0000 2021	1465107861260881921	-	CV	0	"@CoryRove BTW, this clown Malone is the one spreading FEAR about the vaccine.  He's projecting.  COVID has killed almost 800,000 people in less than two years... protecting oneself isn't fear, it's intelligent."
219	Sun Nov 28 23:58:28 +0000 2021	1465107856777166850	/	CT	1	The last monitored variant sample from Arkansas was from the week of 11/6. The report only references Delta variant by name. What are the others. #arnews https://t.co/Dbe5v3KeNZ https://t.co/7y0gVP0QDI
220	Sun Nov 28 23:58:28 +0000 2021	1465107856479461382	+	CV	4	"@realjoerobin @NewsForAllUK As someone who doesn't like the idea of mandatory vaccination BUT dislikes british tourism more, i think this is the only good thing my government has done"
221	Sun Nov 28 23:58:27 +0000 2021	1465107855065948167	/	CR	0	Starforst system covid quarenteen thread - 🧵
222	Sun Nov 28 23:58:27 +0000 2021	1465107853883047940	/	CY	4	"It won't! Covid is here to stay, we need to learn to adapt and react to it as we have with the influenza virus. Get our annual vaccines, seek prescription treatment when necessary, and keep frequently hand washing. It's arrogant at this point to assume we can eradicate Covid. https://t.co/E0sGFBSTav"
223	Sun Nov 28 23:58:27 +0000 2021	1465107853342085128	/	CT	0	What is the omicron variant and other questions about the new covid-19 strain detected in South Africa - The Washington Post https://t.co/OJWE3Wmje2
224	Sun Nov 28 23:58:27 +0000 2021	1465107852578590722	-	CV	1	"Today on American Dummy.  Man near death from COVID19 won't take vax bc he's doing his research.   "" He said that he isn’t “sold on the vax” yet, and that he’s “waiting for the best one to arrive.”  #UFC #SanDiego #covidvariant #HermanCainAward  https://t.co/YFulDop4PC"
225	Sun Nov 28 23:58:26 +0000 2021	1465107849265176587	/	CY	9	"@kylenabecker Why and how:  Dr. Sucharit Bhakdi discusses the fundamental reason for the current wave of “breakthrough infections:”   The failure of the COVID vaccines had to be expected, because fundamental principles of immunology were ignored in their design.  https://t.co/FtxBJOmld8"
226	Sun Nov 28 23:58:26 +0000 2021	1465107849017626631	/	CP	0	"@gmanews How about accelerating vaccination drives, testing, and contact tracing, instead"
227	Sun Nov 28 23:58:26 +0000 2021	1465107848313122818	/	CR	0	Donald Trump Jr. praises European 'riots' over COVID-19 restrictions and claims Americans sit back 'like sheep' https://t.co/y7iXmwlCXo
228	Sun Nov 28 23:58:25 +0000 2021	1465107845771366406	-	CT	0	Thank you South #Africa for warning the world about the Omicron virus. U saved many lives. Well wishes to your country. Hope nations send you covid shots. @BBCWorld @ABCWorldNews @NBCNews @gop @WHO @cnn @nytimes @BreitbartNews @latimes @USATODAY @guardian @TheDemocrats @Pontifex
230	Sun Nov 28 23:58:25 +0000 2021	1465107845628801028	/	CT	14	New variants? Yo! tot we done wit this covid sh*t! https://t.co/Bsm9NDii9v
231	Sun Nov 28 23:58:25 +0000 2021	1465107844269699072	/	CR	1	Analysts said that the government should be proactive and enforce travel restrictions along with boosting vaccination and containment efforts amid the spread of the Omicron variant.  FULL STORY with @katienzareports via @bworldph: https://t.co/PNCWUgp05f
233	Sun Nov 28 23:58:24 +0000 2021	1465107841698742277	/	CY	0	"@KXAN_News Excuse my daftness but wasn't this always free? and if the prices did change (last yr or so, covid, etc) it jumped up to $35? I certainly can't afford that. that will put food on my table for a week almost."
234	Sun Nov 28 23:58:24 +0000 2021	1465107841270923272	/	CL	11	"With a default public policy of individual liberty, everyone would be more likely to accept COVID-19 data, even if it disagrees with their preexisting perspective."
235	Sun Nov 28 23:58:24 +0000 2021	1465107840285089813	-	CY	0	@PaulZauch @GregDore2 At least we’ll be blaming Covid for cancelling Xmas this year and not Muslims or “PC gone mad”
236	Sun Nov 28 23:58:23 +0000 2021	1465107838808862720	/	CS	0	@Traceynob1 @JimDunl0p @DanUtd88 @PoliticsForAlI @Telegraph From experience? Dosnt help that there is no room in a and e and mix known people with covid with everyone else.
237	Sun Nov 28 23:58:23 +0000 2021	1465107838561398784	/	CY	12	"Grilled marinated lamb chops with blistered tomatoes, and warm freekeh beets salad with mint and feta. Cooking in these winter Covid times https://t.co/ox2O15PI04"
238	Sun Nov 28 23:58:22 +0000 2021	1465107833867800579	+	CR	0	"San Jose Sharks place Evander Kane on waivers after betting allegations, COVID protocol suspension #CBSSports #NH... https://t.co/0F6ZFmRX7t"
239	Sun Nov 28 23:58:22 +0000 2021	1465107833649721349	/	CT	7	the greek alphabet looking at covid variants  https://t.co/2Ih3SbbTWa
242	Sun Nov 28 23:58:21 +0000 2021	1465107830487142402	-	CV	3	@henchnips @doritmi @TheFrankmanMN @MaryOskii @SallyJiggles @Twitter We know covid vaccines are less about preventing 100% of infections and more about preventing severe infections. Vaccines aren’t causing new strains.
243	Sun Nov 28 23:58:21 +0000 2021	1465107828931186691	/	CY	1	@sharkytoronto @mrandersoninneo @udnore Back in 2019 we hadn't Covid so we can go back to that. However flu was rampant and nobody cared about it or pushed for the vaccine even though the success rate of the flu jab is way better.
244	Sun Nov 28 23:58:21 +0000 2021	1465107828859940870	/	CV	0	@ThingsBeeSays99 @nz_topcat @AshtheAdvoc8 and then if you dont want the vaccine you become an inpatient... ok? So they're still getting care just not tailored to what they want? How is the government or company at fault for a patient refusing vaccination?
245	Sun Nov 28 23:58:21 +0000 2021	1465107827345743876	-	CV	2	This hits home. I got the 3rd dose of covid vaccine but why should my colleagues/family/friends in India and rest of the world be deprived of it? Global vaccine equity is paramount. #VaccinEquity https://t.co/uBcVX6O1Kl
247	Sun Nov 28 23:58:19 +0000 2021	1465107822610370571	+	CV	1	"The good news is, it only effects vaccinated people and half or actually 2/3rds of South Africa isn’t vaccinated. No need for hospital visit, everyone recovers at home - sounds like #JustAFlu  #flu #NewVariant #covid #vaccine #CovidVaccine #COVID19 #OmicronVariant #Omnicron https://t.co/bh67bP5Uyb"
248	Sun Nov 28 23:58:19 +0000 2021	1465107822513770496	-	CP	31	"I still can't believe many schools in the US aren't mandating masks and some governing bodies have actually banned the simple life-saving measure.  It's truly horrifying that we've let insane anti-masking, COVID-deniers set the narrative and limit our public health tools..."
249	Sun Nov 28 23:58:19 +0000 2021	1465107822350372874	/	CY	0	"The truth: the CCP caused the COVID pandemic, intentionally or not. Therefore, the CCP is liable for damages. The U.S. ought to file a class action against the CCP, representing some 300 million Americans."
251	Sun Nov 28 23:58:19 +0000 2021	1465107819666026502	/	CS	2	"@MsFayeBishop Ya know what’s really weird? Not a week ago, I read an article on how scientists are dumb founded that COVID isn’t ravaging Africa and not a week later…here we are…🤔"
252	Sun Nov 28 23:58:18 +0000 2021	1465107817858101248	-	CL	9	"Fauci fires back at Cruz over COVID claims: ‘I should be prosecuted? What happened on Jan. 6, senator?’ https://t.co/JfpzZPT6GE"
253	Sun Nov 28 23:58:17 +0000 2021	1465107813684809731	+	CT	7	"@henchnips @handmadekathy @TheFrankmanMN @MaryOskii @SallyJiggles @Twitter No, actually. Variants arise when the virus spreads a lot. The unvaccinated are contributors to that, the vaccinated reducing it.  https://t.co/EbfRzvvwcc"
254	Sun Nov 28 23:58:17 +0000 2021	1465107812414021639	/	CT	0	"@zerohedge Thinking about the latest COVID variant, I ask myself: what new lesson does humanity have to learn?  After trying to solve the problem where each country taking care of its citizens, maybe it's time to transform and increase the level of collaboration between nations…"
255	Sun Nov 28 23:58:17 +0000 2021	1465107811839496198	/	CT	0	So the WHO apparently have fore knowledge that COVID-19 would “definitely” have variants and have already given names to the new strains ahead of time as far back as May 2021.  If nobody still thinks this isn’t a deliberate political movement then I don’t know #OmicronVariant
257	Sun Nov 28 23:58:17 +0000 2021	1465107810895679496	/	CV	6	@graykimbrough 2nd vax is also a nice occasion to support your local ice cream shop @Moorenkos.  Pfizer pairs well with marshmallow and cookie overload. https://t.co/x0zpoHoMK3
258	Sun Nov 28 23:58:16 +0000 2021	1465107809650069505	-	CY	0	"@SuzeQKnits Ugh, I'm so sick of this COVID thing. 🤮 It's starting to remind me of a bad rush party!"
259	Sun Nov 28 23:58:16 +0000 2021	1465107807397634053	-	CV	1	@redpill4me @MrSkinnyLegz @ceelzm It's because your chart implies increases where there are decreases. And it implies that the death rate for vax is much higher than unvax.   Unvax all death: 22.9 Fully vax all death : 15.5 Unvax covid: 5.4 Fully Vax covid: 1.1  https://t.co/scShFBta7Q
260	Sun Nov 28 23:58:16 +0000 2021	1465107807074766849	-	CY	0	This COVID mess scares me
261	Sun Nov 28 23:58:16 +0000 2021	1465107806051356680	/	CS	0	South Shore ceremony honors residents who died from COVID-19 https://t.co/RXLMnsTKAP
262	Sun Nov 28 23:58:15 +0000 2021	1465107805803888641	-	CS	2	"@nadhimzahawi CoVID is now infecting 4% of our primary school children. For every child: 10 day’s isolation, at least 1 parent off work to care &amp; virtually bound to be infected along with other fam members. Why are you not requiring ‘safety measures’ in schools Ms Throup tells me are advised?"
263	Sun Nov 28 23:58:15 +0000 2021	1465107803706691587	-	CY	0	"@TeraSmi74725505 @jpurepax @EthicalDavid I am using your words ‘fake virus’.  It does exist.  My mother died from it.  I hope your faith, and nothing else, keeps you away from covid.  Just like the serpent preachers you lot are so fond of, I hope it doesn’t come back to bite you…."
264	Sun Nov 28 23:58:15 +0000 2021	1465107802704297990	-	CR	16	My oldest kids school is closing for the week and up to ten days because of COVID in the @tdsb Thanks for these super safe schools @Sflecce!
265	Sun Nov 28 23:58:15 +0000 2021	1465107802289025026	/	CR	53	"UPDATED: Ottawa Public Health is asking individuals who have been to eight countries, including Nigeria, within 14 days before arriving in Ottawa to self-isolate immediately and seek testing for COVID-19. #ottnews   https://t.co/CO166D1N9b"
266	Sun Nov 28 23:58:14 +0000 2021	1465107798442885128	/	CL	0	"I'm really tired of this.  I mean, really --am I the only one in America who ISN'T ""confused"" by the Biden Administration's messaging on COVID and boosters??  How hard is it to find Fauci on TV ...and LISTEN to him?? https://t.co/3KZm9VImkV"
267	Sun Nov 28 23:58:14 +0000 2021	1465107798010830854	-	PL	0	After every run I cough and wonder if I'm starting covid symptoms
268	Sun Nov 28 23:58:13 +0000 2021	1465107797524160514	-	CR	0	"@RailMinIndia No curtains, No blankets in Second AC because  of COVID but alloting seat in RAC! Bhrigu Express 22427 PNR 2811556920"
269	Sun Nov 28 23:58:13 +0000 2021	1465107797121519616	+	CY	0	Early Treatment for Covid-19 with SARS-CoV-2 Neutralizing Antibody Sotrovimab | NEJM https://t.co/qNSiPQrm8c
270	Sun Nov 28 23:58:13 +0000 2021	1465107796794486787	-	CP	0	"By the end of 2020, the United States, with 4.5% of the world's population, had 25% of the COVID-19 deaths, 95% of which occurred in U.S. hospitals with Remdesivir protocols...  All by 1 man's direction   Almost at the end of 2021.   Same bull 💩 https://t.co/2AGa6Oafpl"
271	Sun Nov 28 23:58:13 +0000 2021	1465107796102287369	-	CY	0	@desdine00 That’s cause I have covid everything makes me grab my inhaler rn girl
272	Sun Nov 28 23:58:12 +0000 2021	1465107792663044105	/	CT	0	"""Allowing new variants to emerge and spread, 13 months into the vaccine era, is a policy choice by the rich world.""  https://t.co/GWEEYq7uGr via @commondreams"
273	Sun Nov 28 23:58:12 +0000 2021	1465107792252084232	/	CV	97	@ldboehm0 @ColonelRebel87 @DefiantLs Pfizer WAS under EUA before it was approved. It still technically is for those under 16.
274	Sun Nov 28 23:58:12 +0000 2021	1465107791891337219	-	CT	2	"Well here in Chinada!! Ottawa already has the new Variant, but don’t worry folks Big Pharma has a plan!! Cause these jabs work great against COVID and Delta  and Lambda right!!! Sheep, bah, sheep https://t.co/N1uiYOxsXk"
276	Sun Nov 28 23:58:12 +0000 2021	1465107790293254144	/	CV	0	Replicating a vaccine shot: Africa's scramble to find its own solution as vaccine inequity and inefficient distribution leaves the threat of more variants looming.  https://t.co/RpO02SkBvB https://t.co/tqTw6C22lA
277	Sun Nov 28 23:58:12 +0000 2021	1465107790251266051	/	CS	41	@CBCCalgary In order for those 2 people to have been admitted to Canada they must have been fully vaccinated and had a negative covid test at least 72 hours before arrival.  So these cases must be in the fully vaccinated.
278	Sun Nov 28 23:58:12 +0000 2021	1465107789655658500	/	CY	0	@AlanBixter Good thing we don't have massive covid 19 cases in schools. It ks very different in other countries. Covid 19 behaves so well in Australia.
279	Sun Nov 28 23:58:11 +0000 2021	1465107788896555020	-	CY	0	"@Chriswalshuk1 @thecoastguy Making what up? This new variant, or the whole Covid pandemic?"
280	Sun Nov 28 23:58:11 +0000 2021	1465107788816961540	/	CP	1	@SixOfRobins I totally would but the covid test has to be 3 days after the tournament and I’m going back to Illinois the day after the tournament.
281	Sun Nov 28 23:58:11 +0000 2021	1465107786556227587	/	CV	3	@DrDiniel @DaveKeating They find freedom a difficult concept to grasp. As shown by the readiness of some continental countries to make Covid vaccination compulsory. We used to be able to kid ourselves that other countries were moving in our free direction.
283	Sun Nov 28 23:58:10 +0000 2021	1465107783943168001	-	CL	1	@nypost Catholic charities &amp; Biden will be dropping off our variant infected boarder crossing immigrants to anonymous city and states as soon as they arrive. 😉  I miss AMERICA FIRST.   https://t.co/bIehlVIjhT
284	Sun Nov 28 23:58:09 +0000 2021	1465107778779828233	-	CT	0	New variant hysteria comes from same institution that popularized lockdowns &amp; previous COVID scares - by Jordan Schachtel - The Dossier https://t.co/2Qf1NlvFjY
285	Sun Nov 28 23:58:09 +0000 2021	1465107777064353792	-	CS	0	@ChannelNewsAsia China identified the coronavirus that originate in the US which the US was negligent to do.
287	Sun Nov 28 23:58:08 +0000 2021	1465107774459817987	-	CS	1	@ECR_Newswatch @ecr9495 SA gov is allowing a situation for more mutations to occur &amp; more new variants.  YOU CANNOT HAVE AN OPEN SOCIETY WITH PEOPLE PHYSICALLY INTERACTING &amp; SPREADING THE VIRUS! We need to stop physical interaction to stop the spread &amp; flatten the curve IF we serious bout stopping covid
288	Sun Nov 28 23:58:08 +0000 2021	1465107774296281095	-	CL	4	🇨🇦🧐👇 Ottawa tables legislation to begin 'last step' of Canada's COVID-19 support programs. https://t.co/dv3c2nxjS8
290	Sun Nov 28 23:58:08 +0000 2021	1465107773750792192	/	CT	1	"Omicron variant now in North America, Canadian officials say  Omicron COVID variant may already be in America, Dr. Fauci    Ho Yes !"
